"player_name","team","gp","min_mpg","orpm","orpm_percentile","drpm","drpm_percentile","rpm","rpm_percentile","wins","wins_percentile","wins_value","wins_value_percentile","salary","salary_percentile","salary_surplus","salary_surplus_percentile","surplus","value"
"Cedi Osman, SF",CLE,65,29.4,-1.4,0.8828828829,0.35,0.2545045045,-1.05,0.6509009009,-0.02,0.7027027027,-54373.93657,0.7027027027,2907143,0.5540540541,2332284.215,0.5540540541,-2386658.151,0.5022522523
"Derrick Jones Jr., SF",MIA,51,24.5,-1.7,0.9256756757,0.19,0.3198198198,-1.51,0.8018018018,-0.4,0.8716216216,-1087478.731,0.8716216216,1645357,0.7184684685,1320003.921,0.7184684685,-2407482.652,0.5045045045
"Seth Curry, SG",DAL,59,24.5,1.13,0.1418918919,-0.8,0.8018018018,0.33,0.286036036,1.31,0.231981982,3561492.845,0.231981982,7461380,0.3378378378,5985965.876,0.3378378378,-2424473.03,0.5067567568
"Jaxson Hayes, C",NO,56,17,0.86,0.1689189189,-1.07,0.8671171171,-0.22,0.4211711712,0.54,0.3896396396,1468096.287,0.3896396396,4862040,0.4099099099,3900619.661,0.4099099099,-2432523.374,0.509009009
"Mike Scott, PF",PHI,63,17.8,-0.59,0.5540540541,0.24,0.295045045,-0.35,0.4617117117,0.51,0.4054054054,1386535.383,0.4054054054,4767000,0.4189189189,3824372.881,0.4189189189,-2437837.499,0.5112612613
"Terrance Ferguson, SF",OKC,50,23.4,-2.29,0.9707207207,1.04,0.09234234234,-1.25,0.7297297297,-0.17,0.786036036,-462178.4608,0.786036036,2475840,0.6036036036,1986267.119,0.6036036036,-2448445.579,0.5135135135
"Zhaire Smith, SG",PHI,7,4.6,-0.8,0.6509009009,-0.35,0.5427927928,-1.15,0.6891891892,0,0.6396396396,0,0.6396396396,3058800,0.5405405405,2453952.542,0.5405405405,-2453952.542,0.5157657658
"Nickeil Alexander-Walker, SG",NO,41,12.2,-0.07,0.3896396396,-1.03,0.8626126126,-1.1,0.6711711712,-0.03,0.7117117117,-81560.90485,0.7117117117,2964840,0.5495495495,2378572.203,0.5495495495,-2460133.108,0.518018018
"Cameron Johnson, SF",PHX,49,20.3,0.74,0.1914414414,-1.35,0.9121621622,-0.62,0.5337837838,0.28,0.4887387387,761235.112,0.4887387387,4033440,0.4662162162,3235867.119,0.4662162162,-2474632.007,0.5202702703
"Ryan Arcidiacono, PG",CHI,58,16,-1.11,0.7905405405,0.03,0.3806306306,-1.08,0.6599099099,-0.03,0.7117117117,-81560.90485,0.7117117117,3000000,0.5427927928,2406779.661,0.5427927928,-2488340.566,0.5225225225
"Nassir Little, SF",POR,48,11.9,-0.86,0.6734234234,-0.94,0.8468468468,-1.79,0.8738738739,-0.3,0.8445945946,-815609.0485,0.8445945946,2105520,0.6441441441,1689174.237,0.6441441441,-2504783.286,0.5247747748
"Mario Hezonja, SF",POR,47,16.3,-1.13,0.8040540541,-0.69,0.7635135135,-1.82,0.8761261261,-0.41,0.8738738739,-1114665.7,0.8738738739,1737145,0.6959459459,1393641.751,0.6959459459,-2508307.451,0.527027027
"Dario Saric, PF",PHX,58,24.8,-0.78,0.6418918919,-0.15,0.4594594595,-0.93,0.6238738739,0.1,0.5675675676,271869.6828,0.5675675676,3481986,0.5157657658,2793457.695,0.5157657658,-2521588.012,0.5292792793
"T.J. Leaf, PF",IND,25,7.7,-1.27,0.8513513514,-0.51,0.6644144144,-1.78,0.8693693694,-0.1,0.7567567568,-271869.6828,0.7567567568,2813280,0.5630630631,2256981.695,0.5630630631,-2528851.378,0.5315315315
"Elie Okobo, SF",PHX,54,13.1,-0.22,0.4369369369,-1.92,0.9752252252,-2.13,0.9301801802,-0.52,0.8941441441,-1413722.351,0.8941441441,1416852,0.8468468468,1136683.525,0.8468468468,-2550405.876,0.5337837838
"Patrick Beverley, PG",LAC,48,27.1,-0.54,0.5382882883,2.58,0.004504504505,2.04,0.06531531532,2.7,0.09684684685,7340481.437,0.09684684685,12345680,0.222972973,9904443.842,0.222972973,-2563962.405,0.536036036
"Tyler Herro, SG",MIA,47,27.2,-0.34,0.4774774775,-0.57,0.704954955,-0.91,0.6148648649,0.1,0.5675675676,271869.6828,0.5675675676,3640200,0.490990991,2920386.441,0.490990991,-2648516.758,0.5382882883
"Ja Morant, PG",MEM,59,30,0.42,0.2522522523,-0.16,0.4617117117,0.27,0.3040540541,1.57,0.2094594595,4268354.021,0.2094594595,8730240,0.2927927928,7003921.356,0.2927927928,-2735567.335,0.5405405405
"Jacob Evans, SG",GS/MIN,29,14.4,-1.53,0.9031531532,-1.08,0.8716216216,-2.61,0.9594594595,-0.45,0.8828828829,-1223413.573,0.8828828829,1925880,0.6801801802,1545056.271,0.6801801802,-2768469.844,0.5427927928
"Brad Wanamaker, PG",BOS,63,19.3,-0.93,0.6981981982,-0.84,0.8198198198,-1.77,0.8648648649,-0.6,0.9099099099,-1631218.097,0.9099099099,1445697,0.8333333333,1159824.712,0.8333333333,-2791042.809,0.545045045
"Bruce Brown, SG",DET,58,28.2,-2.24,0.963963964,0.63,0.1891891892,-1.62,0.8288288288,-0.61,0.9121621622,-1658405.065,0.9121621622,1416852,0.8468468468,1136683.525,0.8468468468,-2795088.591,0.5472972973
"Marko Guduric, SG",MEM,42,11.3,-0.09,0.4031531532,-1.75,0.963963964,-1.84,0.8828828829,-0.27,0.8333333333,-734048.1437,0.8333333333,2625000,0.5810810811,2105932.203,0.5810810811,-2839980.347,0.5495495495
"Frank Kaminsky, C",PHX,32,22.4,-0.08,0.3963963964,-0.22,0.490990991,-0.29,0.4414414414,0.36,0.4436936937,978730.8582,0.4436936937,4767000,0.4189189189,3824372.881,0.4189189189,-2845642.023,0.5518018018
"Allonzo Trier, SG",NY,24,12.1,0.55,0.231981982,-1.57,0.9414414414,-1.03,0.6486486486,0,0.6396396396,0,0.6396396396,3551000,0.5045045045,2848824.859,0.5045045045,-2848824.859,0.5540540541
"Kevin Huerter, SG",ATL,56,31.4,-0.45,0.5,-0.8,0.8018018018,-1.25,0.7297297297,-0.27,0.8333333333,-734048.1437,0.8333333333,2636280,0.5765765766,2114981.695,0.5765765766,-2849029.839,0.5563063063
"Damian Jones, C",ATL,55,16.1,-0.45,0.5,-1.22,0.8986486486,-1.67,0.8468468468,-0.39,0.8693693694,-1060291.763,0.8693693694,2305057,0.6238738739,1849254.768,0.6238738739,-2909546.531,0.5585585586
"Goga Bitadze, C",IND,49,8.4,-1.08,0.7635135135,-0.82,0.8130630631,-1.91,0.8873873874,-0.25,0.8265765766,-679674.2071,0.8265765766,2816760,0.5608108108,2259773.559,0.5608108108,-2939447.766,0.5608108108
"D.J. Wilson, PF",MIL,31,9,-0.91,0.6936936937,-1.2,0.8918918919,-2.12,0.9256756757,-0.21,0.7995495495,-570926.334,0.7995495495,2961120,0.5518018018,2375587.797,0.5518018018,-2946514.131,0.5630630631
"Ersan Ilyasova, PF",MIL,56,16,0.63,0.2207207207,-0.09,0.4369369369,0.54,0.222972973,0.98,0.2837837838,2664322.892,0.2837837838,7000000,0.3558558559,5615819.209,0.3558558559,-2951496.317,0.5653153153
"JaMychal Green, PF",LAC,55,20.5,-0.64,0.5788288288,0,0.3986486486,-0.63,0.5472972973,0.31,0.4752252252,842796.0168,0.4752252252,4767000,0.4189189189,3824372.881,0.4189189189,-2981576.865,0.5675675676
"Stanley Johnson, SF",TOR,20,4.8,-1.16,0.8108108108,-0.45,0.6193693694,-1.61,0.8265765766,-0.04,0.7342342342,-108747.8731,0.7342342342,3623000,0.4954954955,2906587.571,0.4954954955,-3015335.444,0.5698198198
"Romeo Langford, SG",BOS,27,11,-1.57,0.9054054054,0.12,0.3513513514,-1.46,0.786036036,-0.09,0.7522522523,-244682.7146,0.7522522523,3458400,0.5202702703,2774535.593,0.5202702703,-3019218.308,0.5720720721
"Malik Monk, SG",CHA,55,21.3,0.85,0.1711711712,-1.8,0.9707207207,-0.95,0.6283783784,0.06,0.5878378378,163121.8097,0.5878378378,4028400,0.4684684685,3231823.729,0.4684684685,-3068701.919,0.5743243243
"D.J. Augustin, PG",ORL,49,24.8,-1.26,0.8423423423,1.5,0.0472972973,0.24,0.3153153153,1.01,0.277027027,2745883.797,0.277027027,7250000,0.3490990991,5816384.181,0.3490990991,-3070500.384,0.5765765766
"Landry Shamet, SG",LAC,47,27.5,-0.96,0.7094594595,-0.7,0.768018018,-1.66,0.8445945946,-0.56,0.9076576577,-1522470.224,0.9076576577,1995120,0.6621621622,1600604.746,0.6621621622,-3123074.97,0.5788288288
"Tyus Jones, PG",MEM,65,19,1.24,0.1261261261,-0.46,0.6261261261,0.78,0.1801801802,1.58,0.204954955,4295540.989,0.204954955,9258000,0.2815315315,7427322.034,0.2815315315,-3131781.045,0.5810810811
"Lauri Markkanen, PF",CHI,50,29.8,-0.23,0.4459459459,-0.42,0.5923423423,-0.65,0.5495495495,0.39,0.4324324324,1060291.763,0.4324324324,5300400,0.4031531532,4252298.305,0.4031531532,-3192006.542,0.5833333333
"Patty Mills, PG",SA,63,22.7,2.03,0.06981981982,-0.53,0.6846846847,1.5,0.1036036036,2.49,0.1058558559,6769555.103,0.1058558559,12428571,0.2207207207,9970943.966,0.2207207207,-3201388.863,0.5855855856
"Gary Trent Jr., SG",POR,53,20,-1.45,0.8918918919,-0.66,0.740990991,-2.1,0.9211711712,-0.76,0.9391891892,-2066209.59,0.9391891892,1416852,0.8468468468,1136683.525,0.8468468468,-3202893.115,0.5878378378
"Jordan Poole, SG",GS,57,22.4,-1.44,0.8873873874,-0.29,0.5225225225,-1.73,0.8603603604,-0.61,0.9121621622,-1658405.065,0.9121621622,1964760,0.6689189189,1576248.136,0.6689189189,-3234653.201,0.5900900901
"Zach Collins, PF",POR,3,28.7,-0.56,0.5427927928,-0.1,0.4436936937,-0.66,0.5540540541,0.02,0.6171171171,54373.93657,0.6171171171,4240200,0.4572072072,3401742.373,0.4572072072,-3347368.436,0.5923423423
"Carmelo Anthony, PF",POR,50,32.5,-1.12,0.795045045,-0.7,0.768018018,-1.82,0.8761261261,-0.83,0.9527027027,-2256518.368,0.9527027027,1364204,0.9009009009,1094446.147,0.9009009009,-3350964.515,0.5945945946
"Sviatoslav Mykhailiuk, SG",DET,56,22.6,-0.84,0.6621621622,-1.18,0.8896396396,-2.01,0.9076576577,-0.82,0.9504504505,-2229331.399,0.9504504505,1416852,0.8468468468,1136683.525,0.8468468468,-3366014.925,0.5968468468
"Justin Jackson, SF",DAL,58,16,-0.75,0.6283783784,-0.71,0.7747747748,-1.46,0.786036036,-0.27,0.8333333333,-734048.1437,0.8333333333,3280920,0.5337837838,2632150.508,0.5337837838,-3366198.652,0.5990990991
"Marco Belinelli, SG",SA,52,15,0.4,0.2612612613,-0.59,0.7094594595,-0.19,0.4144144144,0.45,0.4256756757,1223413.573,0.4256756757,5846154,0.3828828829,4690134.847,0.3828828829,-3466721.275,0.6013513514
"Aron Baynes, C",PHX,42,22.3,-0.2,0.4279279279,-0.38,0.5630630631,-0.58,0.5202702703,0.29,0.481981982,788422.0803,0.481981982,5453280,0.3963963964,4374947.797,0.3963963964,-3586525.716,0.6036036036
"Anthony Tolliver, PF",POR/SAC/MEM,47,15.6,-2.34,0.9797297297,-0.56,0.7004504505,-2.9,0.9774774775,-0.85,0.9572072072,-2310892.304,0.9572072072,1620564,0.7297297297,1300113.492,0.7297297297,-3611005.796,0.6058558559
"Jordan Clarkson, PG",CLE/UTAH,63,24.2,1.34,0.1103603604,0.23,0.2995495495,1.57,0.09684684685,2.63,0.0990990991,7150172.659,0.0990990991,13437500,0.1959459459,10780367.23,0.1959459459,-3630194.573,0.6081081081
"Bogdan Bogdanovic, SG",SAC,53,28.5,-0.17,0.4189189189,0.34,0.2567567568,0.17,0.3333333333,1.18,0.2477477477,3208062.258,0.2477477477,8529386,0.3018018018,6842784.249,0.3018018018,-3634721.991,0.6103603604
"Grant Williams, PF",BOS,62,15.6,-1.83,0.9436936937,-0.18,0.4707207207,-2.01,0.9076576577,-0.64,0.9189189189,-1739965.97,0.9189189189,2379840,0.6081081081,1909250.169,0.6081081081,-3649216.14,0.6126126126
"Glenn Robinson III, SF",GS/PHI,60,29.1,-0.34,0.4774774775,-1.44,0.9211711712,-1.78,0.8693693694,-0.87,0.9594594595,-2365266.241,0.9594594595,1620564,0.7297297297,1300113.492,0.7297297297,-3665379.732,0.6148648649
"Darius Bazley, SF",OKC,53,17.2,-2.45,0.9842342342,0.32,0.2657657658,-2.13,0.9301801802,-0.68,0.9234234234,-1848713.843,0.9234234234,2284800,0.6261261261,1833003.39,0.6261261261,-3681717.233,0.6171171171
"Jabari Parker, PF",ATL/SAC,33,25.8,2.02,0.07207207207,-2.09,0.9842342342,-0.07,0.3806306306,0.56,0.3851351351,1522470.224,0.3851351351,6500000,0.3671171171,5214689.266,0.3671171171,-3692219.042,0.6193693694
"Langston Galloway, SG",DET,66,25.8,0.14,0.3198198198,-0.45,0.6193693694,-0.31,0.4436936937,0.79,0.3220720721,2147770.494,0.3220720721,7333333,0.3400900901,5883238.904,0.3400900901,-3735468.409,0.6216216216
"Harry Giles III, PF",SAC,38,15.2,-1.09,0.777027027,-1.6,0.9459459459,-2.7,0.9662162162,-0.64,0.9189189189,-1739965.97,0.9189189189,2578800,0.5878378378,2068867.797,0.5878378378,-3808833.767,0.6238738739
"Zach LaVine, PG",CHI,60,34.8,2.5,0.04054054054,-0.44,0.6081081081,2.06,0.06306306306,4.34,0.03603603604,11799144.24,0.03603603604,19500000,0.1171171171,15644067.8,0.1171171171,-3844923.561,0.6261261261
"Ish Smith, PG",WSH,60,26.2,0.47,0.2454954955,-1.17,0.8873873874,-0.7,0.5630630631,0.35,0.4527027027,951543.89,0.4527027027,6000000,0.3783783784,4813559.322,0.3783783784,-3862015.432,0.6283783784
"Frank Jackson, PG",NO,51,12.9,-0.87,0.6779279279,-2.21,0.9864864865,-3.08,0.9842342342,-0.96,0.9617117117,-2609948.955,0.9617117117,1618520,0.7905405405,1298473.672,0.7905405405,-3908422.628,0.6306306306
"Taurean Prince, PF",BKN,64,29,-0.66,0.5945945946,-0.74,0.7882882883,-1.4,0.7702702703,-0.47,0.8873873874,-1277787.509,0.8873873874,3481986,0.5157657658,2793457.695,0.5157657658,-4071245.204,0.6328828829
"Josh Jackson, SG",MEM,18,19.8,1.76,0.08333333333,-0.49,0.6486486486,1.28,0.1193693694,0.58,0.3783783784,1576844.161,0.3783783784,7059480,0.3536036036,5663537.627,0.3536036036,-4086693.467,0.6351351351
"Kentavious Caldwell-Pope, SG",LAL,63,25.4,0.2,0.3085585586,-0.42,0.5923423423,-0.22,0.4211711712,0.87,0.3018018018,2365266.241,0.3018018018,8089282,0.3130630631,6489706.463,0.3130630631,-4124440.223,0.6373873874
"Michael Porter Jr., PF",DEN,48,14,0.67,0.2094594595,-2.9,0.9977477477,-2.23,0.9414414414,-0.54,0.8963963964,-1468096.287,0.8963963964,3389400,0.5247747748,2719179.661,0.5247747748,-4187275.948,0.6396396396
"Collin Sexton, PG",CLE,65,33,-0.21,0.4346846847,-0.94,0.8468468468,-1.15,0.6891891892,-0.17,0.786036036,-462178.4608,0.786036036,4764960,0.4414414414,3822736.271,0.4414414414,-4284914.732,0.6418918919
"Bryn Forbes, SG",SA,63,25.1,-0.35,0.481981982,-1.37,0.9144144144,-1.72,0.8536036036,-0.73,0.9324324324,-1984648.685,0.9324324324,2875000,0.5585585586,2306497.175,0.5585585586,-4291145.86,0.6441441441
"Zion Williamson, SF",NO,19,29.7,2.84,0.02927927928,-0.64,0.7342342342,2.21,0.04954954955,1.3,0.2342342342,3534305.877,0.2342342342,9757440,0.2612612613,7828002.712,0.2612612613,-4293696.835,0.6463963964
"Robin Lopez, C",MIL,60,14.4,-1,0.7252252252,-0.33,0.5405405405,-1.33,0.7522522523,-0.18,0.7905405405,-489365.4291,0.7905405405,4767000,0.4189189189,3824372.881,0.4189189189,-4313738.31,0.6486486486
"Thon Maker, PF",DET,60,12.9,-1.22,0.8243243243,-0.9,0.8310810811,-2.12,0.9256756757,-0.55,0.9031531532,-1495283.256,0.9031531532,3569643,0.5,2863781.39,0.5,-4359064.645,0.6509009009
"Khem Birch, C",ORL,40,19.4,-2.11,0.9594594595,-0.35,0.5427927928,-2.46,0.9459459459,-0.73,0.9324324324,-1984648.685,0.9324324324,3000000,0.5427927928,2406779.661,0.5427927928,-4391428.346,0.6531531532
"Kevon Looney, PF",GS,20,13.1,-2.3,0.972972973,-0.44,0.6081081081,-2.74,0.9684684685,-0.3,0.8445945946,-815609.0485,0.8445945946,4464226,0.4459459459,3581469.446,0.4459459459,-4397078.495,0.6554054054
"Joe Ingles, SG",UTAH,64,29.9,-0.63,0.5720720721,1.11,0.08108108108,0.47,0.2454954955,1.91,0.1576576577,5192710.942,0.1576576577,11954546,0.231981982,9590652.723,0.231981982,-4397941.781,0.6576576577
"Kyle Anderson, SF",MEM,59,19.3,-0.68,0.6058558559,0.96,0.1126126126,0.27,0.3040540541,1.03,0.268018018,2800257.733,0.268018018,9073050,0.2882882883,7278944.068,0.2882882883,-4478686.334,0.6599099099
"Eric Bledsoe, PG",MIL,56,27.2,2.15,0.06081081081,-0.5,0.6554054054,1.66,0.09234234234,2.94,0.07882882883,7992968.676,0.07882882883,15625000,0.1644144144,12535310.73,0.1644144144,-4542342.059,0.6621621622
"Nemanja Bjelica, PF",SAC,64,28.5,-1.08,0.7635135135,0.33,0.2612612613,-0.75,0.5810810811,0.33,0.463963964,897169.9534,0.463963964,6825000,0.3626126126,5475423.729,0.3626126126,-4578253.775,0.6644144144
"Rodney Hood, SF",POR,21,29.5,-0.77,0.6373873874,-0.32,0.536036036,-1.1,0.6711711712,-0.03,0.7117117117,-81560.90485,0.7117117117,5718000,0.3896396396,4587322.034,0.3896396396,-4668882.939,0.6666666667
"Danuel House Jr., SF",HOU,58,30,-1.21,0.8198198198,-0.39,0.5765765766,-1.59,0.8175675676,-0.69,0.9256756757,-1875900.812,0.9256756757,3540000,0.5067567568,2840000,0.5067567568,-4715900.812,0.6689189189
"PJ Washington, PF",CHA,58,30.3,-2.33,0.9774774775,0.75,0.1644144144,-1.58,0.8153153153,-0.61,0.9121621622,-1658405.065,0.9121621622,3831840,0.481981982,3074131.525,0.481981982,-4732536.591,0.6711711712
"Nicolo Melli, PF",NO,52,17.1,-1.26,0.8423423423,-0.66,0.740990991,-1.92,0.8896396396,-0.54,0.8963963964,-1468096.287,0.8963963964,4102564,0.463963964,3291322.531,0.463963964,-4759418.818,0.6734234234
"Thomas Bryant, C",WSH,38,23.7,0.42,0.2522522523,-0.49,0.6486486486,-0.07,0.3806306306,0.61,0.3716216216,1658405.065,0.3716216216,8000000,0.3153153153,6418079.096,0.3153153153,-4759674.031,0.6756756757
"DeAndre' Bembry, SG",ATL,43,21.3,-1.4,0.8828828829,-1.25,0.9031531532,-2.65,0.963963964,-1.04,0.9662162162,-2827444.702,0.9662162162,2603982,0.5833333333,2089070.305,0.5833333333,-4916515.007,0.6779279279
"Ed Davis, C",UTAH,25,10.7,-2.77,0.9932432432,-0.74,0.7882882883,-3.51,0.9954954955,-0.43,0.8806306306,-1169039.636,0.8806306306,4767000,0.4189189189,3824372.881,0.4189189189,-4993412.518,0.6801801802
"Dennis Smith Jr., PG",NY,34,15.8,-0.58,0.5472972973,-1.96,0.9797297297,-2.54,0.954954955,-0.54,0.8963963964,-1468096.287,0.8963963964,4463640,0.4481981982,3580999.322,0.4481981982,-5049095.609,0.6824324324
"Deandre Ayton, C",PHX,30,33.2,0.58,0.2252252252,-0.21,0.4864864865,0.37,0.2657657658,0.94,0.295045045,2555575.019,0.295045045,9562920,0.2725225225,7671947.119,0.2725225225,-5116372.1,0.6846846847
"Terrence Ross, SG",ORL,63,27.3,0.01,0.3423423423,0.53,0.2162162162,0.54,0.222972973,1.79,0.1644144144,4866467.323,0.1644144144,12500000,0.2184684685,10028248.59,0.2184684685,-5161781.265,0.6869369369
"Rodney McGruder, SG",LAC,50,15,-0.98,0.7207207207,-0.98,0.8581081081,-1.96,0.8963963964,-0.48,0.8918918919,-1304974.478,0.8918918919,4807693,0.4166666667,3857019.243,0.4166666667,-5161993.721,0.6891891892
"Frank Ntilikina, PG",NY,57,20.8,-1.51,0.8986486486,-0.14,0.4527027027,-1.65,0.8400900901,-0.47,0.8873873874,-1277787.509,0.8873873874,4855800,0.4144144144,3895613.559,0.4144144144,-5173401.069,0.6914414414
"Sekou Doumbouya, SF",DET,38,19.8,-1.73,0.9301801802,-1.27,0.9054054054,-3,0.981981982,-0.97,0.963963964,-2637135.924,0.963963964,3285120,0.5315315315,2635520,0.5315315315,-5272655.924,0.6936936937
"Maxi Kleber, PF",DAL,66,25.7,-1.09,0.777027027,0.4,0.2387387387,-0.7,0.5630630631,0.38,0.4369369369,1033104.795,0.4369369369,8000000,0.3153153153,6418079.096,0.3153153153,-5384974.301,0.6959459459
"Marcus Smart, PG",BOS,53,32.5,-0.62,0.5608108108,1.08,0.08333333333,0.46,0.2477477477,1.72,0.1711711712,4676158.545,0.1711711712,12553571,0.2162162162,10071226.45,0.2162162162,-5395067.907,0.6981981982
"Brook Lopez, C",MIL,61,26.6,-1.59,0.9076576577,1.95,0.01576576577,0.36,0.2725225225,1.57,0.2094594595,4268354.021,0.2094594595,12093023,0.2274774775,9701747.266,0.2274774775,-5433393.245,0.7004504505
"Mo Bamba, C",ORL,60,14.5,-1.09,0.777027027,-0.55,0.6936936937,-1.64,0.8355855856,-0.34,0.8603603604,-924356.9217,0.8603603604,5697600,0.3918918919,4570955.932,0.3918918919,-5495312.854,0.7027027027
"Elfrid Payton, PG",NY,45,27.7,-0.46,0.5067567568,-0.16,0.4617117117,-0.62,0.5337837838,0.33,0.463963964,897169.9534,0.463963964,8000000,0.3153153153,6418079.096,0.3153153153,-5520909.143,0.704954955
"Juan Hernangomez, PF",DEN/MIN,48,17.4,-1.06,0.7567567568,-1.79,0.9684684685,-2.85,0.9707207207,-1.06,0.9707207207,-2881818.638,0.9707207207,3321030,0.5292792793,2664329.153,0.5292792793,-5546147.791,0.7072072072
"Cam Reddish, SG",ATL,58,26.7,-1.06,0.7567567568,-0.72,0.777027027,-1.77,0.8648648649,-0.8,0.9459459459,-2174957.463,0.9459459459,4245720,0.454954955,3406170.847,0.454954955,-5581128.31,0.7094594595
"Troy Brown Jr., SF",WSH,61,24.9,-0.65,0.5900900901,-1.42,0.9166666667,-2.08,0.9166666667,-1.11,0.9752252252,-3017753.48,0.9752252252,3219480,0.536036036,2582859.661,0.536036036,-5600613.141,0.7117117117
"Will Barton, SF",DEN,58,33,-0.2,0.4279279279,0.55,0.2072072072,0.35,0.277027027,1.7,0.1801801802,4621784.608,0.1801801802,12776786,0.204954955,10250302.89,0.204954955,-5628518.284,0.713963964
"Wayne Ellington, SG",NY,36,15.5,-0.64,0.5788288288,0.32,0.2657657658,-0.32,0.4504504505,0.26,0.5022522523,706861.1754,0.5022522523,8000000,0.3153153153,6418079.096,0.3153153153,-5711217.921,0.7162162162
"Nikola Jokic, C",DEN,65,32.3,1.6,0.09459459459,1.84,0.02702702703,3.44,0.01576576577,6.01,0.009009009009,16339367.94,0.009009009009,27504630,0.05405405405,22065861.36,0.05405405405,-5726493.417,0.7184684685
"Jeremy Lamb, SG",IND,46,28.1,-0.01,0.3513513514,0.14,0.3468468468,0.13,0.3400900901,0.98,0.2837837838,2664322.892,0.2837837838,10500000,0.2477477477,8423728.814,0.2477477477,-5759405.922,0.7207207207
"Jarrett Culver, SG",MIN,63,23.9,-0.5,0.5315315315,-0.92,0.8400900901,-1.42,0.7792792793,-0.41,0.8738738739,-1114665.7,0.8738738739,5813640,0.3851351351,4664050.169,0.3851351351,-5778715.869,0.722972973
"Kevin Porter Jr., SG",CLE,50,23.2,-1.65,0.9166666667,-1.68,0.954954955,-3.33,0.9887387387,-1.77,0.9887387387,-4812093.386,0.9887387387,1290960,0.9031531532,1035685.424,0.9031531532,-5847778.81,0.7252252252
"Ricky Rubio, PG",PHX,57,31.6,0.31,0.2882882883,0.73,0.1689189189,1.04,0.1509009009,2.56,0.1036036036,6959863.881,0.1036036036,16200000,0.1576576577,12996610.17,0.1576576577,-6036746.289,0.7274774775
"E'Twaun Moore, SG",NO,51,18.8,-0.01,0.3513513514,-0.6,0.713963964,-0.61,0.5315315315,0.28,0.4887387387,761235.112,0.4887387387,8664928,0.2972972973,6951524.158,0.2972972973,-6190289.046,0.7297297297
"Jaren Jackson Jr., PF",MEM,54,28,0.72,0.1981981982,-1.98,0.981981982,-1.26,0.7364864865,-0.25,0.8265765766,-679674.2071,0.8265765766,6927480,0.3603603604,5557639.322,0.3603603604,-6237313.529,0.731981982
"Dwight Powell, C",DAL,40,26.5,-0.22,0.4369369369,0.23,0.2995495495,0.01,0.3581081081,0.73,0.3355855856,1984648.685,0.3355855856,10259375,0.25,8230685.028,0.25,-6246036.343,0.7342342342
"Coby White, PG",CHI,65,25.8,0.21,0.3063063063,-1.89,0.972972973,-1.68,0.8513513514,-0.74,0.9369369369,-2011835.653,0.9369369369,5307120,0.4009009009,4257689.492,0.4009009009,-6269525.145,0.7364864865
"Wendell Carter Jr., C",CHI,43,29.2,-2.96,0.9954954955,0.99,0.1036036036,-1.97,0.9031531532,-0.79,0.9436936937,-2147770.494,0.9436936937,5201400,0.4054054054,4172874.576,0.4054054054,-6320645.071,0.7387387387
"Eric Paschall, PF",GS,60,27.6,-1.31,0.8626126126,-1.56,0.9391891892,-2.86,0.9752252252,-2.07,0.9932432432,-5627702.435,0.9932432432,898310,0.9166666667,720678.0791,0.9166666667,-6348380.514,0.740990991
"Rudy Gobert, C",UTAH,62,34.5,-1.08,0.7635135135,3.23,0.002252252252,2.15,0.05855855856,4.51,0.03378378378,12261322.7,0.03378378378,23241573,0.1013513514,18645781.73,0.1013513514,-6384459.032,0.7432432432
"Markelle Fultz, PG",ORL,64,28.3,-1.01,0.7297297297,0.41,0.2364864865,-0.6,0.5292792793,0.52,0.4009009009,1413722.351,0.4009009009,9745200,0.2635135135,7818183.051,0.2635135135,-6404460.7,0.7454954955
"T.J. Warren, SF",IND,61,32.5,-1.16,0.8108108108,0.76,0.1576576577,-0.39,0.4707207207,0.83,0.3108108108,2256518.368,0.3108108108,10810000,0.2432432432,8672429.379,0.2432432432,-6415911.011,0.7477477477
"DeAndre Jordan, C",BKN,56,22,-0.57,0.545045045,0.17,0.3310810811,-0.39,0.4707207207,0.54,0.3896396396,1468096.287,0.3896396396,9881598,0.259009009,7927609.695,0.259009009,-6459513.408,0.75
