"player_name","team","gp","min_mpg","orpm","orpm_percentile","drpm","drpm_percentile","rpm","rpm_percentile","wins","wins_percentile","wins_value","wins_value_percentile","salary","salary_percentile","salary_surplus","salary_surplus_percentile","surplus","value"
"Patrick McCaw, SF",TOR,37,24.5,-3.04,0.9977477477,-0.08,0.4324324324,-3.12,0.9864864865,-1.23,0.9774774775,-3343997.099,0.9774774775,4000000,0.4707207207,3209039.548,0.4707207207,-6553036.647,0.7522522523
"Marvin Bagley III, PF",SAC,13,25.7,-0.03,0.3693693694,-0.6,0.713963964,-0.62,0.5337837838,0.09,0.5720720721,244682.7146,0.5720720721,8556120,0.2995495495,6864231.864,0.2995495495,-6619549.15,0.7545045045
"Bojan Bogdanovic, SF",UTAH,63,33.1,1.28,0.1171171171,-0.45,0.6193693694,0.83,0.1711711712,2.57,0.1013513514,6987050.849,0.1013513514,17000000,0.1509009009,13638418.08,0.1509009009,-6651367.23,0.7567567568
"C.J. Miles, SG",WSH,10,16.1,-0.29,0.4594594595,-0.84,0.8198198198,-1.13,0.6824324324,-0.01,0.6734234234,-27186.96828,0.6734234234,8333333,0.3063063063,6685498.791,0.3063063063,-6712685.759,0.759009009
"Cristiano Felicio, PF",CHI,22,17.5,-0.82,0.6599099099,-0.66,0.740990991,-1.47,0.7905405405,-0.11,0.7612612613,-299056.6511,0.7612612613,8156500,0.3085585586,6543632.768,0.3085585586,-6842689.419,0.7612612613
"Rui Hachimura, PF",WSH,41,29.7,-0.72,0.6193693694,-1.77,0.9662162162,-2.49,0.9504504505,-1.23,0.9774774775,-3343997.099,0.9774774775,4469160,0.4436936937,3585427.797,0.4436936937,-6929424.896,0.7635135135
"Danny Green, SG",LAL,61,25.1,-0.39,0.490990991,0.91,0.1328828829,0.52,0.231981982,1.6,0.1959459459,4349914.926,0.1959459459,14634146,0.1824324324,11740388.32,0.1824324324,-7390473.391,0.7657657658
"Anthony Davis, PF",LAL,55,34.3,1.92,0.07657657658,1.13,0.07432432432,3.06,0.02702702703,5.21,0.02477477477,14164410.48,0.02477477477,27093018,0.07657657658,21735641.56,0.07657657658,-7571231.083,0.768018018
"John Henson, PF",CLE/DET,40,15,-0.8,0.6509009009,-0.11,0.4459459459,-0.92,0.6193693694,0.04,0.6013513514,108747.8731,0.6013513514,9732396,0.2657657658,7807910.915,0.2657657658,-7699163.042,0.7702702703
"Tomas Satoransky, SG",CHI,65,28.9,-1.52,0.9009009009,0.56,0.204954955,-0.96,0.6306306306,0.09,0.5720720721,244682.7146,0.5720720721,10000000,0.2567567568,8022598.87,0.2567567568,-7777916.155,0.7725225225
"Josh Richardson, SG",PHI,48,30.7,-1.32,0.8648648649,0.42,0.231981982,-0.9,0.6103603604,0.12,0.5608108108,326243.6194,0.5608108108,10116576,0.2522522523,8116123.119,0.2522522523,-7789879.499,0.7747747748
"Dante Exum, PG",CLE/UTAH,35,13.9,-0.65,0.5900900901,-0.5,0.6554054054,-1.16,0.6936936937,-0.04,0.7342342342,-108747.8731,0.7342342342,9600000,0.2702702703,7701694.915,0.2702702703,-7810442.788,0.777027027
"Trevor Ariza, SF",POR/SAC,53,28.2,-1.29,0.8536036036,0.94,0.1171171171,-0.34,0.454954955,0.69,0.3468468468,1875900.812,0.3468468468,12195122,0.2252252252,9783657.198,0.2252252252,-7907756.386,0.7792792793
"Al-Farouq Aminu, PF",ORL,18,21.1,-2.71,0.9887387387,0.89,0.1373873874,-1.83,0.8806306306,-0.2,0.795045045,-543739.3657,0.795045045,9258000,0.2815315315,7427322.034,0.2815315315,-7971061.4,0.7815315315
"Delon Wright, PG",DAL,65,21.7,-1.03,0.740990991,-0.16,0.4617117117,-1.18,0.7027027027,-0.15,0.7725225225,-407804.5243,0.7725225225,9473684,0.2747747748,7600356.655,0.2747747748,-8008161.18,0.7837837838
"Jerami Grant, PF",DEN,64,26.2,-0.33,0.472972973,-0.91,0.8333333333,-1.24,0.7184684685,-0.23,0.8175675676,-625300.2705,0.8175675676,9346153,0.277027027,7498043.65,0.277027027,-8123343.92,0.786036036
"Evan Fournier, SG",ORL,61,31.7,0.58,0.2252252252,0,0.3986486486,0.58,0.2162162162,2.07,0.1396396396,5627702.435,0.1396396396,17150000,0.1486486486,13758757.06,0.1486486486,-8131054.627,0.7882882883
"Jonas Valanciunas, C",MEM,62,26.3,-0.43,0.4954954955,0.93,0.1216216216,0.51,0.2364864865,1.72,0.1711711712,4676158.545,0.1711711712,16000000,0.1599099099,12836158.19,0.1599099099,-8159999.647,0.7905405405
"Anfernee Simons, SG",POR,65,21.5,-0.84,0.6621621622,-2.76,0.990990991,-3.6,0.9977477477,-2.37,0.9954954955,-6443311.483,0.9954954955,2149560,0.6396396396,1724505.763,0.6396396396,-8167817.246,0.7927927928
"Jae Crowder, SF",MIA/MEM,58,29.2,-0.02,0.3626126126,-1.61,0.9481981982,-1.63,0.8333333333,-0.7,0.9301801802,-1903087.78,0.9301801802,7815533,0.3310810811,6270088.621,0.3310810811,-8173176.401,0.795045045
"JJ Redick, SG",NO,54,26.4,2.29,0.04954954955,-2.35,0.9887387387,-0.06,0.3783783784,0.97,0.2882882883,2637135.924,0.2882882883,13486300,0.1936936937,10819517.51,0.1936936937,-8182381.591,0.7972972973
"Kevin Knox II, SF",NY,65,17.9,-1.67,0.9211711712,-1.7,0.9572072072,-3.37,0.990990991,-1.78,0.990990991,-4839280.355,0.990990991,4380120,0.4527027027,3513994.576,0.4527027027,-8353274.931,0.7995495495
"Meyers Leonard, C",MIA,49,20.1,-1.02,0.731981982,0.36,0.2454954955,-0.66,0.5540540541,0.24,0.5112612613,652487.2388,0.5112612613,11286516,0.2387387387,9054719.051,0.2387387387,-8402231.812,0.8018018018
"Eric Gordon, SG",HOU,34,28.6,0.83,0.1756756757,-0.39,0.5765765766,0.44,0.25,1.02,0.2747747748,2773070.765,0.2747747748,14057730,0.1891891892,11277952.88,0.1891891892,-8504882.116,0.8040540541
"Tim Hardaway Jr., SG",DAL,63,28.8,0.77,0.1824324324,0.45,0.2274774775,1.22,0.1283783784,2.77,0.09234234234,7530790.215,0.09234234234,20025127,0.1081081081,16065356.12,0.1081081081,-8534565.909,0.8063063063
"Thaddeus Young, PF",CHI,64,24.9,-0.44,0.4977477477,0.02,0.3851351351,-0.42,0.4864864865,0.66,0.3536036036,1794339.907,0.3536036036,12900000,0.2027027027,10349152.54,0.2027027027,-8554812.636,0.8085585586
"Goran Dragic, PG",MIA,54,28.4,1.13,0.1418918919,0.22,0.3108108108,1.35,0.1103603604,2.43,0.1126126126,6606433.293,0.1126126126,19217900,0.1238738739,15417750.28,0.1238738739,-8811316.989,0.8108108108
"Larry Nance Jr., PF",CLE,56,26.3,-1.11,0.7905405405,0.62,0.1936936937,-0.49,0.5045045045,0.51,0.4054054054,1386535.383,0.4054054054,12727273,0.2117117117,10210580.6,0.2117117117,-8824045.216,0.8130630631
"Kelly Olynyk, PF",MIA,59,18.5,0.22,0.3040540541,-0.64,0.7342342342,-0.42,0.4864864865,0.44,0.4279279279,1196226.605,0.4279279279,12667885,0.213963964,10162935.99,0.213963964,-8966709.384,0.8153153153
"Clint Capela, C",HOU,39,32.8,0.11,0.3265765766,0.06,0.3671171171,0.16,0.3355855856,1.06,0.259009009,2881818.638,0.259009009,14896552,0.1801801802,11950906.12,0.1801801802,-9069087.486,0.8175675676
"RJ Barrett, SG",NY,56,30.4,-0.97,0.713963964,-0.99,0.8603603604,-1.96,0.8963963964,-1.05,0.9684684685,-2854631.67,0.9684684685,7839960,0.3265765766,6289685.424,0.3265765766,-9144317.094,0.8198198198
"Taj Gibson, C",NY,62,16.5,-1.78,0.9391891892,-0.43,0.6036036036,-2.21,0.9391891892,-0.78,0.9414414414,-2120583.526,0.9414414414,9000000,0.2905405405,7220338.983,0.2905405405,-9340922.509,0.8220720721
"Mason Plumlee, PF",DEN,53,17,0.15,0.3175675676,-0.07,0.4301801802,0.08,0.3445945946,0.65,0.3581081081,1767152.938,0.3581081081,14041096,0.1914414414,11264608.09,0.1914414414,-9497455.152,0.8243243243
"Miles Bridges, SF",CHA,65,30.7,-3.18,1,0.24,0.295045045,-2.94,0.9797297297,-2.39,0.9977477477,-6497685.42,0.9977477477,3755400,0.4864864865,3012806.78,0.4864864865,-9510492.2,0.8265765766
"P.J. Tucker, PF",HOU,64,34.4,-2.47,0.9864864865,0.74,0.1666666667,-1.73,0.8603603604,-1.06,0.9707207207,-2881818.638,0.9707207207,8349039,0.3040540541,6698099.085,0.3040540541,-9579917.723,0.8288288288
"Maurice Harkless, SF",LAC/NY,62,23,-1.18,0.8175675676,-0.18,0.4707207207,-1.36,0.7612612613,-0.32,0.8536036036,-869982.9851,0.8536036036,11011234,0.240990991,8833871.345,0.240990991,-9703854.33,0.8310810811
"Marcus Morris Sr., SF",LAC/NY,55,31.4,-0.79,0.6441441441,0.54,0.2117117117,-0.25,0.4324324324,0.85,0.3040540541,2310892.304,0.3040540541,15000000,0.1756756757,12033898.31,0.1756756757,-9723006.001,0.8333333333
"Justise Winslow, SF",MIA,11,32,-0.58,0.5472972973,0.36,0.2454954955,-0.22,0.4211711712,0.2,0.5315315315,543739.3657,0.5315315315,13000000,0.2004504505,10429378.53,0.2004504505,-9885639.165,0.8355855856
"Matthew Dellavedova, PG",CLE,57,14.4,-1.98,0.9527027027,-0.54,0.6914414414,-2.52,0.9527027027,-0.81,0.9481981982,-2202144.431,0.9481981982,9607500,0.268018018,7707711.864,0.268018018,-9909856.295,0.8378378378
"Rudy Gay, SF",SA,60,21.5,-0.07,0.3896396396,-0.27,0.5157657658,-0.34,0.454954955,0.61,0.3716216216,1658405.065,0.3716216216,14500000,0.1846846847,11632768.36,0.1846846847,-9974363.296,0.8400900901
"Derrick Favors, C",NO,45,24.2,-0.01,0.3513513514,0.99,0.1036036036,0.99,0.1531531532,1.53,0.2184684685,4159606.148,0.2184684685,17650000,0.1441441441,14159887.01,0.1441441441,-10000280.86,0.8423423423
"Courtney Lee, SG",DAL,24,14.4,-0.79,0.6441441441,0.01,0.3896396396,-0.78,0.5900900901,0.06,0.5878378378,163121.8097,0.5878378378,12759670,0.2072072072,10236571.41,0.2072072072,-10073449.6,0.8445945946
"Danilo Gallinari, PF",OKC,55,30.7,1.28,0.1171171171,0.23,0.2995495495,1.51,0.1013513514,2.83,0.08333333333,7693912.025,0.08333333333,22615559,0.1036036036,18143555.81,0.1036036036,-10449643.78,0.8468468468
"De'Andre Hunter, SF",ATL,63,32,-1.64,0.9144144144,-0.66,0.740990991,-2.3,0.9436936937,-1.76,0.9864864865,-4784906.418,0.9864864865,7068360,0.3513513514,5670661.695,0.3513513514,-10455568.11,0.8490990991
"Damian Lillard, PG",POR,58,36.9,3.08,0.02477477477,-0.7,0.768018018,2.38,0.03828828829,4.85,0.02702702703,13185679.62,0.02702702703,29802321,0.04054054054,23909206.68,0.04054054054,-10723527.06,0.8513513514
"Solomon Hill, SF",MIA/MEM,54,18.4,0.36,0.2792792793,-1.7,0.9572072072,-1.34,0.7567567568,-0.21,0.7995495495,-570926.334,0.7995495495,12758781,0.2094594595,10235858.2,0.2094594595,-10806784.54,0.8536036036
"Kawhi Leonard, SF",LAC,51,32.2,2.18,0.05855855856,1.9,0.02027027027,4.08,0.009009009009,5.66,0.01576576577,15387824.05,0.01576576577,32742000,0.01801801802,26267593.22,0.01801801802,-10879769.17,0.8558558559
"Kristaps Porzingis, PF",DAL,51,31.3,0.71,0.2027027027,1.89,0.02252252252,2.6,0.03603603604,3.9,0.04279279279,10602917.63,0.04279279279,27285000,0.06081081081,21889661.02,0.06081081081,-11286743.39,0.8581081081
"Aaron Gordon, PF",ORL,58,33,-1.04,0.7454954955,1.37,0.05630630631,0.33,0.286036036,1.71,0.1779279279,4648971.577,0.1779279279,19863636,0.1148648649,15935798.37,0.1148648649,-11286826.8,0.8603603604
"Bobby Portis, PF",NY,66,21.1,-0.23,0.4459459459,-0.51,0.6644144144,-0.74,0.5765765766,0.26,0.5022522523,706861.1754,0.5022522523,15000000,0.1756756757,12033898.31,0.1756756757,-11327037.13,0.8626126126
"Cory Joseph, PG",SAC,64,24,-2.3,0.972972973,0.58,0.1981981982,-1.72,0.8536036036,-0.69,0.9256756757,-1875900.812,0.9256756757,12000000,0.2297297297,9627118.644,0.2297297297,-11503019.46,0.8648648649
"Jrue Holiday, SG",NO,55,34.9,1.33,0.1126126126,0.25,0.2882882883,1.58,0.09459459459,3.48,0.05855855856,9461064.963,0.05855855856,26231111,0.08108108108,21044168.15,0.08108108108,-11583103.18,0.8671171171
"Gary Harris, SG",DEN,56,31.8,-2.11,0.9594594595,1.88,0.02477477477,-0.23,0.4279279279,0.91,0.2972972973,2474014.114,0.2972972973,17839286,0.1418918919,14311743.57,0.1418918919,-11837729.46,0.8693693694
"James Johnson, PF",MIA/MIN,32,19.3,0.9,0.1621621622,-1.55,0.9346846847,-0.65,0.5495495495,0.17,0.5382882883,462178.4608,0.5382882883,15349400,0.1734234234,12314207.91,0.1734234234,-11852029.45,0.8716216216
"Dewayne Dedmon, C",ATL/SAC,44,17.6,-2.08,0.954954955,0.18,0.3243243243,-1.9,0.8851351351,-0.45,0.8828828829,-1223413.573,0.8828828829,13333333,0.1981981982,10696798.23,0.1981981982,-11920211.8,0.8738738739
"Brandon Knight, PG",CLE/DET,25,18.5,0.48,0.2432432432,-0.92,0.8400900901,-0.43,0.4932432432,0.18,0.536036036,489365.4291,0.536036036,15643750,0.1621621622,12550353.11,0.1621621622,-12060987.68,0.8761261261
"CJ McCollum, SG",POR,62,36,0.94,0.1576576577,0.55,0.2072072072,1.49,0.1058558559,3.68,0.0472972973,10004804.33,0.0472972973,27556959,0.0518018018,22107842.81,0.0518018018,-12103038.48,0.8783783784
"Gorgui Dieng, C",MIN/MEM,58,17.4,-1.35,0.8716216216,0.69,0.1711711712,-0.66,0.5540540541,0.26,0.5022522523,706861.1754,0.5022522523,16229213,0.1554054054,13020046.59,0.1554054054,-12313185.41,0.8806306306
"Devin Booker, SG",PHX,62,36.1,2.99,0.02702702703,-1.74,0.9617117117,1.26,0.1238738739,3.5,0.05630630631,9515438.9,0.05630630631,27285000,0.06081081081,21889661.02,0.06081081081,-12374222.12,0.8828828829
"Julius Randle, PF",NY,64,32.5,-0.62,0.5608108108,0.15,0.3423423423,-0.47,0.5,0.75,0.3288288288,2039022.621,0.3288288288,18000000,0.1373873874,14440677.97,0.1373873874,-12401655.34,0.8851351351
"Malcolm Brogdon, PG",IND,48,30.7,0.12,0.3243243243,0.23,0.2995495495,0.35,0.277027027,1.34,0.2297297297,3643053.75,0.2297297297,20000000,0.1103603604,16045197.74,0.1103603604,-12402143.99,0.8873873874
"Ian Mahinmi, C",WSH,38,21.3,-0.9,0.6891891892,-0.18,0.4707207207,-1.08,0.6599099099,-0.03,0.7117117117,-81560.90485,0.7117117117,15450051,0.1711711712,12394956.17,0.1711711712,-12476517.07,0.8896396396
"Cody Zeller, C",CHA,58,23.1,-0.95,0.7072072072,-0.46,0.6261261261,-1.41,0.777027027,-0.33,0.8558558559,-897169.9534,0.8558558559,14471910,0.1869369369,11610232.88,0.1869369369,-12507402.83,0.8918918919
"Myles Turner, C",IND,55,29.6,-1.47,0.8941441441,1.06,0.08783783784,-0.41,0.481981982,0.66,0.3536036036,1794339.907,0.3536036036,18000000,0.1373873874,14440677.97,0.1373873874,-12646338.06,0.8941441441
"Kent Bazemore, SG",POR/SAC,64,25.1,-1.23,0.8310810811,1.14,0.07207207207,-0.09,0.3941441441,0.99,0.2792792793,2691509.86,0.2792792793,19269662,0.1193693694,15459276.86,0.1193693694,-12767767,0.8963963964
"Draymond Green, PF",GS,43,28.4,-1.02,0.731981982,0.89,0.1373873874,-0.14,0.4031531532,0.75,0.3288288288,2039022.621,0.3288288288,18539130,0.1306306306,14873200.34,0.1306306306,-12834177.72,0.8986486486
"Bismack Biyombo, C",CHA,53,19.4,-1.91,0.9481981982,1.16,0.06531531532,-0.75,0.5810810811,0.17,0.5382882883,462178.4608,0.5382882883,17000000,0.1509009009,13638418.08,0.1509009009,-13176239.62,0.9009009009
"Darius Garland, PG",CLE,59,30.9,-1.73,0.9301801802,-1.93,0.9774774775,-3.66,1,-3.14,1,-8536708.041,1,6400920,0.3716216216,5135201.356,0.3716216216,-13671909.4,0.9031531532
"Tony Snell, SF",DET,59,27.8,-2.75,0.990990991,0.13,0.3490990991,-2.62,0.9617117117,-1.69,0.9842342342,-4594597.64,0.9842342342,11392857,0.2342342342,9140032.169,0.2342342342,-13734629.81,0.9054054054
"Andre Iguodala, SG",MIA,14,18.5,-0.29,0.4594594595,-0.73,0.7792792793,-1.01,0.6463963964,0,0.6396396396,0,0.6396396396,17185185,0.1463963964,13786984.58,0.1463963964,-13786984.58,0.9076576577
"Kyle Lowry, PG",TOR,52,36.6,2.23,0.05405405405,0.84,0.1441441441,3.07,0.02477477477,5.22,0.02252252252,14191597.44,0.02252252252,34996296,0.01351351351,28076124.47,0.01351351351,-13884527.03,0.9099099099
"Serge Ibaka, C",TOR,50,27.5,-0.1,0.4054054054,0.94,0.1171171171,0.84,0.1666666667,1.69,0.1846846847,4594597.64,0.1846846847,23271604,0.0990990991,18669874.4,0.0990990991,-14075276.76,0.9121621622
"Khris Middleton, SF",MIL,55,30.1,2.39,0.04504504505,-0.2,0.4797297297,2.19,0.05630630631,3.74,0.04504504505,10167926.14,0.04504504505,30603448,0.03378378378,24551918.73,0.03378378378,-14383992.6,0.9144144144
"Joel Embiid, C",PHI,44,30.2,1.32,0.1148648649,0.83,0.1463963964,2.15,0.05855855856,2.82,0.08558558559,7666725.056,0.08558558559,27504630,0.05405405405,22065861.36,0.05405405405,-14399136.3,0.9166666667
"Karl-Anthony Towns, C",MIN,35,33.9,3.83,0.01576576577,-1.58,0.9436936937,2.25,0.0472972973,2.71,0.09459459459,7367668.405,0.09459459459,27285000,0.06081081081,21889661.02,0.06081081081,-14521992.61,0.9189189189
"Russell Westbrook, PG",HOU,53,35.9,3.56,0.02027027027,-0.2,0.4797297297,3.37,0.01801801802,5.96,0.01126126126,16203433.1,0.01126126126,38506482,0.004504504505,30892205.9,0.004504504505,-14688772.8,0.9211711712
"Jimmy Butler, SF",MIA,54,34.3,0.98,0.1531531532,1.34,0.06081081081,2.32,0.04279279279,4.07,0.04054054054,11065096.09,0.04054054054,32742000,0.01801801802,26267593.22,0.01801801802,-15202497.13,0.9234234234
"Jeff Teague, PG",ATL/MIN,59,24.8,0.57,0.2297297297,-1.61,0.9481981982,-1.05,0.6509009009,-0.02,0.7027027027,-54373.93657,0.7027027027,19000000,0.1261261261,15242937.85,0.1261261261,-15297311.79,0.9256756757
"Tyler Johnson, SG",PHX,31,16.6,-0.48,0.5135135135,-0.44,0.6081081081,-0.92,0.6193693694,0.04,0.6013513514,108747.8731,0.6013513514,19245370,0.1216216216,15439788.36,0.1216216216,-15331040.49,0.9279279279
"Victor Oladipo, SG",IND,13,25.9,1.38,0.1036036036,-0.04,0.4189189189,1.34,0.1126126126,0.53,0.3963963964,1440909.319,0.3963963964,21000000,0.1058558559,16847457.63,0.1058558559,-15406548.31,0.9301801802
"Tristan Thompson, C",CLE,57,30.2,-2.27,0.9662162162,1.05,0.09009009009,-1.22,0.7162162162,-0.22,0.8108108108,-598113.3023,0.8108108108,18539130,0.1306306306,14873200.34,0.1306306306,-15471313.64,0.9324324324
"D'Angelo Russell, SG",GS/MIN,45,32.3,2.67,0.03378378378,-1.43,0.9189189189,1.24,0.1261261261,2.3,0.1238738739,6253002.705,0.1238738739,27285000,0.06081081081,21889661.02,0.06081081081,-15636658.31,0.9346846847
"Evan Turner, SG",ATL,19,13.2,-1.87,0.9459459459,-0.69,0.7635135135,-2.55,0.9572072072,-0.27,0.8333333333,-734048.1437,0.8333333333,18606556,0.1283783784,14927293.51,0.1283783784,-15661341.66,0.9369369369
"Chris Paul, PG",OKC,63,31.8,1.69,0.08558558559,1.44,0.0518018018,3.13,0.02027027027,5.52,0.01801801802,15007206.49,0.01801801802,38506482,0.004504504505,30892205.9,0.004504504505,-15884999.41,0.9391891892
"Hassan Whiteside, C",POR,61,31.3,-0.38,0.4887387387,1.02,0.09459459459,0.64,0.1981981982,2.09,0.1351351351,5682076.371,0.1351351351,27093017,0.07882882883,21735640.76,0.07882882883,-16053564.39,0.9414414414
"Steven Adams, C",OKC,58,27,-0.07,0.3896396396,0.67,0.1756756757,0.6,0.2072072072,1.68,0.1869369369,4567410.672,0.1869369369,25842697,0.08558558559,20732559.18,0.08558558559,-16165148.5,0.9436936937
"Andrew Wiggins, SG",GS/MIN,54,34.4,0.65,0.2184684685,-0.06,0.4279279279,0.6,0.2072072072,2.07,0.1396396396,5627702.435,0.1396396396,27504630,0.05405405405,22065861.36,0.05405405405,-16438158.92,0.9459459459
"Terry Rozier, PG",CHA,63,34.3,-0.67,0.5990990991,-0.53,0.6846846847,-1.2,0.7072072072,-0.23,0.8175675676,-625300.2705,0.8175675676,19894737,0.1126126126,15960749.46,0.1126126126,-16586049.73,0.9481981982
"Kelly Oubre Jr., SF",PHX,56,34.5,-0.64,0.5788288288,-1.54,0.9301801802,-2.18,0.9346846847,-1.52,0.981981982,-4132419.179,0.981981982,15625000,0.1644144144,12535310.73,0.1644144144,-16667729.91,0.9504504505
"Bradley Beal, SG",WSH,57,36,3.09,0.02252252252,-2.84,0.9954954955,0.25,0.3108108108,1.82,0.1621621622,4948028.228,0.1621621622,27093019,0.07207207207,21735642.36,0.07207207207,-16787614.13,0.9527027027
"Allen Crabbe, G",ATL/MIN,37,17.6,-1.3,0.8581081081,-1.55,0.9346846847,-2.85,0.9707207207,-0.83,0.9527027027,-2256518.368,0.9527027027,18500000,0.1351351351,14841807.91,0.1351351351,-17098326.28,0.954954955
"Nikola Vucevic, C",ORL,54,32.6,-0.01,0.3513513514,0.64,0.1846846847,0.64,0.1981981982,1.96,0.1531531532,5328645.784,0.1531531532,28000000,0.04504504505,22463276.84,0.04504504505,-17134631.05,0.9572072072
"Paul George, SG",LAC,42,29.1,2.78,0.03153153153,-0.83,0.8153153153,1.94,0.07207207207,2.47,0.1103603604,6715181.166,0.1103603604,30560700,0.03603603604,24517623.73,0.03603603604,-17802442.56,0.9594594595
"Harrison Barnes, SF",SAC,64,34.9,-1.73,0.9301801802,0.92,0.1306306306,-0.81,0.5923423423,0.32,0.4707207207,869982.9851,0.4707207207,24147727,0.09684684685,19372752.73,0.09684684685,-18502769.75,0.9617117117
"Marc Gasol, C",TOR,36,27.5,-0.84,0.6621621622,0.91,0.1328828829,0.07,0.3468468468,0.74,0.3333333333,2011835.653,0.3333333333,25595700,0.09009009009,20534403.39,0.09009009009,-18522567.74,0.963963964
"LaMarcus Aldridge, PF",SA,53,33.1,-0.63,0.5720720721,0.32,0.2657657658,-0.31,0.4436936937,0.84,0.3085585586,2283705.336,0.3085585586,26000000,0.08333333333,20858757.06,0.08333333333,-18575051.73,0.9662162162
"Kemba Walker, PG",BOS,50,31.8,2.05,0.06756756757,-0.73,0.7792792793,1.32,0.1148648649,2.49,0.1058558559,6769555.103,0.1058558559,32742000,0.01801801802,26267593.22,0.01801801802,-19498038.12,0.9684684685
"Chandler Parsons, SF",ATL,5,10.8,-0.06,0.3828828829,-0.56,0.7004504505,-0.62,0.5337837838,0.02,0.6171171171,54373.93657,0.6171171171,25102511,0.09459459459,20138737.64,0.09459459459,-20084363.7,0.9707207207
"Al Horford, PF",PHI,60,30.8,-1.32,0.8648648649,0.98,0.1103603604,-0.34,0.454954955,0.85,0.3040540541,2310892.304,0.3040540541,28000000,0.04504504505,22463276.84,0.04504504505,-20152384.53,0.972972973
"Tobias Harris, SF",PHI,65,34.5,-0.75,0.6283783784,1.13,0.07432432432,0.38,0.2635135135,2.09,0.1351351351,5682076.371,0.1351351351,32742000,0.01801801802,26267593.22,0.01801801802,-20585516.85,0.9752252252
"Kyrie Irving, PG",BKN,20,32.9,3.8,0.01801801802,-1.09,0.8761261261,2.71,0.03153153153,1.72,0.1711711712,4676158.545,0.1711711712,31742000,0.03153153153,25465333.33,0.03153153153,-20789174.79,0.9774774775
"Gordon Hayward, SF",BOS,45,33.4,1,0.1509009009,-0.12,0.4481981982,0.87,0.1599099099,1.94,0.1554054054,5274271.847,0.1554054054,32700690,0.02702702703,26234451.86,0.02702702703,-20960180.02,0.9797297297
"Kevin Love, PF",CLE,56,31.8,0,0.3468468468,-0.4,0.5878378378,-0.41,0.481981982,0.73,0.3355855856,1984648.685,0.3355855856,28942830,0.04279279279,23219671.53,0.04279279279,-21235022.84,0.981981982
"Otto Porter Jr., SF",CHI,14,23.6,-0.08,0.3963963964,0.07,0.3626126126,-0.01,0.3671171171,0.23,0.5202702703,625300.2705,0.5202702703,27250575,0.06981981982,21862043.22,0.06981981982,-21236742.95,0.9842342342
"Nicolas Batum, SG",CHA,22,23,-1.22,0.8243243243,-0.81,0.8108108108,-2.02,0.9121621622,-0.3,0.8445945946,-815609.0485,0.8445945946,25565217,0.09234234234,20509948.1,0.09234234234,-21325557.15,0.9864864865
"Paul Millsap, PF",DEN,44,24.4,-1,0.7252252252,1.35,0.05855855856,0.34,0.2837837838,0.95,0.2927927928,2582761.987,0.2927927928,30350000,0.03828828829,24348587.57,0.03828828829,-21765825.58,0.9887387387
"Andre Drummond, C",CLE/DET,57,33,-1.24,0.8333333333,-0.01,0.4031531532,-1.24,0.7184684685,-0.26,0.8310810811,-706861.1754,0.8310810811,27093019,0.07207207207,21735642.36,0.07207207207,-22442503.54,0.990990991
"DeMar DeRozan, SF",SA,61,34.3,0.01,0.3423423423,-1.44,0.9211711712,-1.42,0.7792792793,-0.55,0.9031531532,-1495283.256,0.9031531532,27739975,0.04954954955,22254669.21,0.04954954955,-23749952.46,0.9932432432
"Mike Conley, PG",UTAH,41,28.6,-0.48,0.5135135135,-0.14,0.4527027027,-0.62,0.5337837838,0.32,0.4707207207,869982.9851,0.4707207207,32511624,0.02927927928,26082771.8,0.02927927928,-25212788.81,0.9954954955
"Blake Griffin, PF",DET,18,28.4,1.05,0.1486486486,-0.53,0.6846846847,0.53,0.2297297297,0.49,0.4099099099,1332161.446,0.4099099099,34449964,0.01576576577,27637824.23,0.01576576577,-26305662.78,0.9977477477
"Stephen Curry, PG",GS,5,27.8,4.48,0.009009009009,-0.87,0.8265765766,3.62,0.01351351351,0.46,0.4234234234,1250600.541,0.4234234234,40231758,0.002252252252,32276325.63,0.002252252252,-31025725.09,1
